product_name,product_category,flow_id_supplier,flow_id_internal,flow_id_customer,order_value
HOUSEHOLD Surface Cleaners Stick 729,Surface Cleaners,42001060_0026,0026_0031,0031_F001004686,680.1192757
HOUSEHOLD Surface Cleaners Stick 998,Surface Cleaners,Z11780_0026,0026_0031,0031_F001004686,1610.92511
CONDIMENTS Olive Oil Bag 568,Olive Oil,42001609_0026,0026_0031,0031_F001004686,539.4464441
CONDIMENTS Olive Oil Bag 887,Olive Oil,42001609_0026,0026_0031,0031_F001004686,138.521135
HOUSEHOLD Surface Cleaners Clamshell 864,Surface Cleaners,Z4161_0217,0217_0031,0031_F001004686,441.0785799
PERSONAL CARE Toothpaste Tub 428,Toothpaste,42001980_0235,0235_0031,0031_F001004686,225.1887044
PERSONAL CARE Toothpaste Tub 490,Toothpaste,42007284_0235,0235_0031,0031_F001004686,1210.202269
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 52,Mexican Salsa,42007284_0235,0235_0031,0031_F001004686,630.0031648
PERSONAL CARE Toothpaste Tub 565,Toothpaste,42007284_0235,0235_0031,0031_F001004686,522.7695058
PERSONAL CARE Toothpaste Tub 588,Toothpaste,42001980_0235,0235_0031,0031_F001004686,269.091751
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 281,Mexican Salsa,42009304_0235,0235_0031,0031_F001004686,1024.143531
CONDIMENTS Olive Oil Bag 372,Olive Oil,42001771_0241,0241_0031,0031_F001004686,76.10835207
CONDIMENTS Olive Oil Bag 686,Olive Oil,42001771_0241,0241_0031,0031_F001004686,115.0761445
CONDIMENTS Olive Oil Bag 910,Olive Oil,42001771_0241,0241_0031,0031_F001004686,138.4712277
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 339,Mexican Salsa,42009304_0247,0247_0031,0031_F001004686,1318.697912
CONDIMENTS Olive Oil Bag 19,Olive Oil,42001609_0026,0026_0031,0031_F001004729,703.3951005
CONDIMENTS Olive Oil Bag 19,Olive Oil,42001609_0026,0026_0031,0031_F001004729,1406.790201
CONDIMENTS Olive Oil Bag 19,Olive Oil,42001609_0026,0026_0031,0031_F001004729,1758.487751
HOUSEHOLD Surface Cleaners Stick 191,Surface Cleaners,42001060_0026,0026_0031,0031_F001004729,625.5677202
HOUSEHOLD Surface Cleaners Stick 191,Surface Cleaners,42001060_0026,0026_0031,0031_F001004729,1251.13544
HOUSEHOLD Surface Cleaners Stick 191,Surface Cleaners,42001060_0026,0026_0031,0031_F001004729,625.5677202
HOUSEHOLD Surface Cleaners Stick 666,Surface Cleaners,Z11780_0026,0026_0031,0031_F001004729,1238.154146
HOUSEHOLD Surface Cleaners Stick 666,Surface Cleaners,Z11780_0026,0026_0031,0031_F001004729,1238.154146
HOUSEHOLD Surface Cleaners Stick 666,Surface Cleaners,Z11780_0026,0026_0031,0031_F001004729,1238.154146
CONDIMENTS Olive Oil Bag 258,Olive Oil,42001771_0241,0241_0031,0031_F001004729,67.05456911
CONDIMENTS Olive Oil Bag 258,Olive Oil,42001771_0241,0241_0031,0031_F001004729,201.1637073
CONDIMENTS Olive Oil Bag 258,Olive Oil,42001771_0241,0241_0031,0031_F001004729,67.05456911
SNACKS Chips Bag 228,Chips,42008902_0009,0009_0031,0031_F001007156,456.2040891
SNACKS Chips Bag 228,Chips,42008902_0009,0009_0031,0031_F001007156,1916.057174
SNACKS Chips Bag 228,Chips,42008902_0009,0009_0031,0031_F001007156,8759.11851
SNACKS Chips Bag 389,Chips,42007313_0009,0009_0031,0031_F001007156,2205.301058
SNACKS Chips Bag 389,Chips,42007313_0009,0009_0031,0031_F001007156,1417.693537
SNACKS Chips Bag 389,Chips,42007313_0009,0009_0031,0031_F001007156,1575.215041
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 14,Mexican Salsa,Z4171_0024,0024_0031,0031_F001007156,0
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 14,Mexican Salsa,Z4171_0024,0024_0031,0031_F001007156,3805.28641
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 14,Mexican Salsa,Z4171_0024,0024_0031,0031_F001007156,878.1430177
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 19,Mexican Salsa,42009304_0024,0024_0031,0031_F001007156,476.9077272
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 19,Mexican Salsa,42009304_0024,0024_0031,0031_F001007156,686.7186843
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 19,Mexican Salsa,42009304_0024,0024_0031,0031_F001007156,1090.981423
HOUSEHOLD Surface Cleaners Stick 33,Surface Cleaners,Z11780_0026,0026_0031,0031_F001007156,444.4087364
HOUSEHOLD Surface Cleaners Stick 33,Surface Cleaners,Z11780_0026,0026_0031,0031_F001007156,592.5449819
HOUSEHOLD Surface Cleaners Stick 33,Surface Cleaners,Z11780_0026,0026_0031,0031_F001007156,592.5449819
CONDIMENTS Olive Oil Bag 19,Olive Oil,42001609_0026,0026_0031,0031_F001007156,351.6975503
CONDIMENTS Olive Oil Bag 19,Olive Oil,42001609_0026,0026_0031,0031_F001007156,351.6975503
CONDIMENTS Olive Oil Bag 19,Olive Oil,42001609_0026,0026_0031,0031_F001007156,4220.370603
CHECK OUT ITEMS Magazine Bag 4,Magazine,Z10531_0026,0026_0031,0031_F001007156,207.5195171
CHECK OUT ITEMS Magazine Bag 4,Magazine,Z10531_0026,0026_0031,0031_F001007156,207.5195171
CHECK OUT ITEMS Magazine Bag 4,Magazine,Z10531_0026,0026_0031,0031_F001007156,207.5195171
CHECK OUT ITEMS Magazine Carton Box 39,Magazine,Z12913_0026,0026_0031,0031_F001007156,693.5162123
CHECK OUT ITEMS Magazine Carton Box 39,Magazine,Z12913_0026,0026_0031,0031_F001007156,3467.581061
CHECK OUT ITEMS Magazine Carton Box 39,Magazine,Z12913_0026,0026_0031,0031_F001007156,3467.581061
PERSONAL CARE Toothpaste Tub 73,Toothpaste,42001980_0026,0026_0031,0031_F001007156,260.52415
PERSONAL CARE Toothpaste Tub 73,Toothpaste,42001980_0026,0026_0031,0031_F001007156,521.0483001
PERSONAL CARE Toothpaste Tub 73,Toothpaste,42001980_0026,0026_0031,0031_F001007156,1563.1449
PERSONAL CARE Toothpaste Tub 107,Toothpaste,42007284_0026,0026_0031,0031_F001007156,-247.9743145
PERSONAL CARE Toothpaste Tub 108,Toothpaste,42007284_0026,0026_0031,0031_F001007156,609.7068692
PERSONAL CARE Toothpaste Tub 108,Toothpaste,42007284_0026,0026_0031,0031_F001007156,2438.827477
PERSONAL CARE Toothpaste Tub 204,Toothpaste,9023500_0026,0026_0031,0031_F001007156,3594.839655
PERSONAL CARE Toothpaste Tub 204,Toothpaste,9023500_0026,0026_0031,0031_F001007156,1497.849856
PERSONAL CARE Toothpaste Tub 204,Toothpaste,9023500_0026,0026_0031,0031_F001007156,2096.989799
HOUSEHOLD Surface Cleaners Stick 191,Surface Cleaners,42001060_0026,0026_0031,0031_F001007156,16577.54458
HOUSEHOLD Surface Cleaners Stick 248,Surface Cleaners,42001060_0026,0026_0031,0031_F001007156,357.8621874
HOUSEHOLD Surface Cleaners Stick 248,Surface Cleaners,42001060_0026,0026_0031,0031_F001007156,2147.173125
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 52,Mexican Salsa,42201157_0026,0026_0031,0031_F001007156,2803.004526
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 52,Mexican Salsa,42201157_0026,0026_0031,0031_F001007156,8409.013577
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 52,Mexican Salsa,42201157_0026,0026_0031,0031_F001007156,467.1674209
DAIRY Butter Carton Box 203,Butter,42002152_0026,0026_0031,0031_F001007156,978.7506378
DAIRY Butter Carton Box 203,Butter,42002152_0026,0026_0031,0031_F001007156,157.4021338
DAIRY Butter Carton Box 203,Butter,42002152_0026,0026_0031,0031_F001007156,1303.510068
CONDIMENTS Olive Oil Bag 886,Olive Oil,42001771_0026,0026_0031,0031_F001007156,3005.969893
CONDIMENTS Olive Oil Bag 886,Olive Oil,42001771_0026,0026_0031,0031_F001007156,693.68536
FROZEN Ice Cream Tub 177,Ice Cream,42002165_0026,0026_0031,0031_F001007156,5745.003067
FROZEN Ice Cream Tub 177,Ice Cream,42002165_0026,0026_0031,0031_F001007156,2154.37615
FROZEN Ice Cream Tub 177,Ice Cream,42002165_0026,0026_0031,0031_F001007156,4308.7523
CHECK OUT ITEMS Magazine Bag 107,Magazine,42007313_0217,0217_0031,0031_F001007156,297.190972
CHECK OUT ITEMS Magazine Bag 107,Magazine,42007313_0217,0217_0031,0031_F001007156,297.190972
CHECK OUT ITEMS Magazine Bag 107,Magazine,42007313_0217,0217_0031,0031_F001007156,297.190972
INTERNATIONAL CONDIMENTS Mexican Salsa Bag 9,Mexican Salsa,42001113_0217,0217_0031,0031_F001007156,1872.143034
INTERNATIONAL CONDIMENTS Mexican Salsa Bag 9,Mexican Salsa,42001113_0217,0217_0031,0031_F001007156,1560.119195
INTERNATIONAL CONDIMENTS Mexican Salsa Bag 9,Mexican Salsa,42001113_0217,0217_0031,0031_F001007156,936.0715169
CHECK OUT ITEMS Magazine Bag 548,Magazine,42003629_0217,0217_0031,0031_F001007156,112.3906514
CHECK OUT ITEMS Magazine Bag 548,Magazine,42003629_0217,0217_0031,0031_F001007156,112.3906514
CHECK OUT ITEMS Magazine Bag 548,Magazine,42003629_0217,0217_0031,0031_F001007156,112.3906514
CHECK OUT ITEMS Magazine Carton Box 5,Magazine,Z12913_0235,0235_0031,0031_F001007156,2281.694361
CHECK OUT ITEMS Magazine Carton Box 5,Magazine,Z12913_0235,0235_0031,0031_F001007156,1930.664459
CHECK OUT ITEMS Magazine Carton Box 10,Magazine,42009304_0235,0235_0031,0031_F001007156,-314.3008692
CHECK OUT ITEMS Magazine Carton Box 10,Magazine,42009304_0235,0235_0031,0031_F001007156,628.6017384
CHECK OUT ITEMS Magazine Carton Box 10,Magazine,42009304_0235,0235_0031,0031_F001007156,-628.6017384
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 10,Mexican Salsa,42007284_0235,0235_0031,0031_F001007156,200.8967779
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 10,Mexican Salsa,42007284_0235,0235_0031,0031_F001007156,803.5871118
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 10,Mexican Salsa,42007284_0235,0235_0031,0031_F001007156,2209.864557
PERSONAL CARE Toothpaste Carton Box 128,Toothpaste,42002397_0235,0235_0031,0031_F001007156,359.1363328
PERSONAL CARE Toothpaste Carton Box 128,Toothpaste,42002397_0235,0235_0031,0031_F001007156,478.8484437
PERSONAL CARE Toothpaste Carton Box 128,Toothpaste,42002397_0235,0235_0031,0031_F001007156,598.5605547
PERSONAL CARE Toothpaste Tub 588,Toothpaste,42001980_0235,0235_0031,0031_F001007156,807.2752531
PERSONAL CARE Toothpaste Tub 588,Toothpaste,42001980_0235,0235_0031,0031_F001007156,1345.458755
PERSONAL CARE Toothpaste Tub 670,Toothpaste,42001980_0235,0235_0031,0031_F001007156,296.2078486
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 212,Mexican Salsa,Z4171_0235,0235_0031,0031_F001007156,12095.57421
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 212,Mexican Salsa,Z4171_0235,0235_0031,0031_F001007156,48670.28668
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 212,Mexican Salsa,Z4171_0235,0235_0031,0031_F001007156,4319.847931
CONDIMENTS Olive Oil Bag 372,Olive Oil,42001771_0241,0241_0031,0031_F001007156,380.5417604
CONDIMENTS Olive Oil Bag 372,Olive Oil,42001771_0241,0241_0031,0031_F001007156,380.5417604
CONDIMENTS Olive Oil Bag 372,Olive Oil,42001771_0241,0241_0031,0031_F001007156,152.2167041
CONDIMENTS Olive Oil Tub 20,Olive Oil,42001766_0241,0241_0031,0031_F001007156,-42.43467419
CHECK OUT ITEMS Magazine Carton Box 31,Magazine,42009304_0247,0247_0031,0031_F001007156,687.808694
CHECK OUT ITEMS Magazine Carton Box 35,Magazine,42009304_0247,0247_0031,0031_F001007156,3438.64122
CHECK OUT ITEMS Magazine Carton Box 35,Magazine,42009304_0247,0247_0031,0031_F001007156,214.9150763
PERSONAL CARE Toothpaste Carton Box 174,Toothpaste,42001117_0247,0247_0031,0031_F001007156,131.8633545
PERSONAL CARE Toothpaste Carton Box 174,Toothpaste,42001117_0247,0247_0031,0031_F001007156,131.8633545
PERSONAL CARE Toothpaste Carton Box 174,Toothpaste,42001117_0247,0247_0031,0031_F001007156,1054.906836
CHECK OUT ITEMS Magazine Bag 409,Magazine,Z3631_0247,0247_0031,0031_F001007156,219.1244884
CHECK OUT ITEMS Magazine Bag 409,Magazine,Z3631_0247,0247_0031,0031_F001007156,219.1244884
CHECK OUT ITEMS Magazine Bag 409,Magazine,Z3631_0247,0247_0031,0031_F001007156,219.1244884
SNACKS Chips Bag 412,Chips,42008902_0009,0009_0032,0032_F001005461,35096.34546
SNACKS Chips Bag 412,Chips,42008902_0009,0009_0032,0032_F001005461,52644.5182
SNACKS Chips Bag 412,Chips,42008902_0009,0009_0032,0032_F001005461,17548.17273
FROZEN Ice Cream Tub 308,Ice Cream,42001714_0024,0024_0032,0032_F001005461,604.1959866
FROZEN Ice Cream Tub 308,Ice Cream,42001714_0024,0024_0032,0032_F001005461,18427.97759
FROZEN Ice Cream Tub 308,Ice Cream,42001714_0024,0024_0032,0032_F001005461,23563.64348
HOUSEHOLD Surface Cleaners Stick 796,Surface Cleaners,42001113_0217,0217_0032,0032_F001005461,23985.8238
HOUSEHOLD Surface Cleaners Stick 796,Surface Cleaners,42001113_0217,0217_0032,0032_F001005461,108294.2045
HOUSEHOLD Surface Cleaners Stick 796,Surface Cleaners,42001113_0217,0217_0032,0032_F001005461,11813.91321
CHECK OUT ITEMS Magazine Bag 519,Magazine,42007313_0217,0217_0032,0032_F001005461,8700.744562
CHECK OUT ITEMS Magazine Bag 519,Magazine,42007313_0217,0217_0032,0032_F001005461,4350.372281
CHECK OUT ITEMS Magazine Bag 519,Magazine,42007313_0217,0217_0032,0032_F001005461,2175.18614
PERSONAL CARE Toothpaste Tub 280,Toothpaste,42007284_0235,0235_0032,0032_F001005461,3034.803945
PERSONAL CARE Toothpaste Tub 342,Toothpaste,42007284_0235,0235_0032,0032_F001005461,4833.587205
PERSONAL CARE Toothpaste Tub 418,Toothpaste,42007284_0235,0235_0032,0032_F001005461,229.820451
PERSONAL CARE Toothpaste Tub 442,Toothpaste,42001980_0235,0235_0032,0032_F001005461,4711.008967
PERSONAL CARE Toothpaste Tub 650,Toothpaste,42001980_0235,0235_0032,0032_F001005461,1776.678963
PERSONAL CARE Toothpaste Tub 730,Toothpaste,42001980_0235,0235_0032,0032_F001005461,2652.735412
DAIRY Butter Bag 164,Butter,42001771_0241,0241_0032,0032_F001005461,65884.57948
DAIRY Butter Bag 164,Butter,42001771_0241,0241_0032,0032_F001005461,170463.2771
CONDIMENTS Olive Oil Bag 691,Olive Oil,42001771_0241,0241_0032,0032_F001005461,57936.77508
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0032,0032_F001005461,13366.8394
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0032,0032_F001005461,13366.8394
BEVERAGES Sparkling Water Tub 6,Sparkling Water,Z10180_0241,0241_0032,0032_F001005461,26733.6788
DAIRY Butter Bag 25,Butter,42007313_0247,0247_0032,0032_F001005461,48343.35912
DAIRY Butter Bag 25,Butter,42007313_0247,0247_0032,0032_F001005461,57295.83303
SNACKS Chips Bag 151,Chips,42007313_0247,0247_0032,0032_F001005461,44112.90628
SNACKS Chips Bag 137,Chips,42008902_0009,0009_0032,0032_F001005961,35289.58142
SNACKS Chips Bag 137,Chips,42008902_0009,0009_0032,0032_F001005961,45680.40262
SNACKS Chips Bag 137,Chips,42008902_0009,0009_0032,0032_F001005961,22252.04162
FROZEN Frozen Pizza Bag 28,Frozen Pizza,42007245_0009,0009_0032,0032_F001005961,5661.131289
FROZEN Frozen Pizza Bag 28,Frozen Pizza,42007245_0009,0009_0032,0032_F001005961,27257.2988
FROZEN Frozen Pizza Bag 28,Frozen Pizza,42007245_0009,0009_0032,0032_F001005961,8247.080149
HOUSEHOLD Surface Cleaners Stick 843,Surface Cleaners,42001060_0026,0026_0032,0032_F001005961,20797.4542
HOUSEHOLD Surface Cleaners Stick 843,Surface Cleaners,42001060_0026,0026_0032,0032_F001005961,20797.4542
HOUSEHOLD Surface Cleaners Stick 843,Surface Cleaners,42001060_0026,0026_0032,0032_F001005961,24177.0405
HOUSEHOLD Surface Cleaners Clamshell 23,Surface Cleaners,Z10844_0217,0217_0032,0032_F001005961,34693.72948
HOUSEHOLD Surface Cleaners Clamshell 23,Surface Cleaners,Z10844_0217,0217_0032,0032_F001005961,103326.9769
HOUSEHOLD Surface Cleaners Clamshell 23,Surface Cleaners,Z10844_0217,0217_0032,0032_F001005961,99254.23478
HOUSEHOLD Surface Cleaners Stick 54,Surface Cleaners,42001113_0217,0217_0032,0032_F001005961,0
HOUSEHOLD Surface Cleaners Stick 55,Surface Cleaners,42001113_0217,0217_0032,0032_F001005961,22365.49207
HOUSEHOLD Surface Cleaners Stick 55,Surface Cleaners,42001113_0217,0217_0032,0032_F001005961,38734.43917
HOUSEHOLD Surface Cleaners Clamshell 135,Surface Cleaners,Z4161_0217,0217_0032,0032_F001005961,49416.44955
HOUSEHOLD Surface Cleaners Clamshell 135,Surface Cleaners,Z4161_0217,0217_0032,0032_F001005961,27919.6386
HOUSEHOLD Surface Cleaners Clamshell 135,Surface Cleaners,Z4161_0217,0217_0032,0032_F001005961,42207.15319
CHECK OUT ITEMS Magazine Bag 19,Magazine,Z3631_0217,0217_0032,0032_F001005961,1718.834678
CHECK OUT ITEMS Magazine Bag 19,Magazine,Z3631_0217,0217_0032,0032_F001005961,6244.204102
CHECK OUT ITEMS Magazine Bag 19,Magazine,Z3631_0217,0217_0032,0032_F001005961,6002.492976
CHECK OUT ITEMS Magazine Bag 71,Magazine,42007313_0217,0217_0032,0032_F001005961,26293.07789
CHECK OUT ITEMS Magazine Bag 71,Magazine,42007313_0217,0217_0032,0032_F001005961,64856.25878
CHECK OUT ITEMS Magazine Bag 71,Magazine,42007313_0217,0217_0032,0032_F001005961,18325.47853
HOUSEHOLD Surface Cleaners Clamshell 161,Surface Cleaners,Z50186_0217,0217_0032,0032_F001005961,183587.2412
HOUSEHOLD Surface Cleaners Clamshell 161,Surface Cleaners,Z50186_0217,0217_0032,0032_F001005961,192293.7498
HOUSEHOLD Surface Cleaners Clamshell 161,Surface Cleaners,Z50186_0217,0217_0032,0032_F001005961,132248.863
HOUSEHOLD Surface Cleaners Clamshell 193,Surface Cleaners,42002479_0217,0217_0032,0032_F001005961,673.8386043
HOUSEHOLD Surface Cleaners Clamshell 193,Surface Cleaners,42002479_0217,0217_0032,0032_F001005961,48.13132888
HOUSEHOLD Surface Cleaners Clamshell 193,Surface Cleaners,42002479_0217,0217_0032,0032_F001005961,3240.842811
HOUSEHOLD Surface Cleaners Clamshell 227,Surface Cleaners,42008505_0217,0217_0032,0032_F001005961,30318.73108
HOUSEHOLD Surface Cleaners Clamshell 227,Surface Cleaners,42008505_0217,0217_0032,0032_F001005961,42951.53569
HOUSEHOLD Surface Cleaners Clamshell 227,Surface Cleaners,42008505_0217,0217_0032,0032_F001005961,43077.86374
HOUSEHOLD Surface Cleaners Clamshell 320,Surface Cleaners,42009314_0217,0217_0032,0032_F001005961,0
HOUSEHOLD Surface Cleaners Clamshell 321,Surface Cleaners,42009314_0217,0217_0032,0032_F001005961,30838.01156
HOUSEHOLD Surface Cleaners Clamshell 321,Surface Cleaners,42009314_0217,0217_0032,0032_F001005961,42004.97953
HOUSEHOLD Surface Cleaners Clamshell 543,Surface Cleaners,Z12821_0217,0217_0032,0032_F001005961,60100.28797
HOUSEHOLD Surface Cleaners Clamshell 543,Surface Cleaners,Z12821_0217,0217_0032,0032_F001005961,40307.64505
HOUSEHOLD Surface Cleaners Clamshell 543,Surface Cleaners,Z12821_0217,0217_0032,0032_F001005961,48975.95582
CHECK OUT ITEMS Magazine Bag 423,Magazine,42003629_0217,0217_0032,0032_F001005961,10690.04204
CHECK OUT ITEMS Magazine Bag 423,Magazine,42003629_0217,0217_0032,0032_F001005961,5083.376635
CHECK OUT ITEMS Magazine Bag 423,Magazine,42003629_0217,0217_0032,0032_F001005961,5083.376635
PERSONAL CARE Toothpaste Tub 191,Toothpaste,42007284_0235,0235_0032,0032_F001005961,15447.66409
PERSONAL CARE Toothpaste Tub 191,Toothpaste,42007284_0235,0235_0032,0032_F001005961,9197.351369
PERSONAL CARE Toothpaste Tub 191,Toothpaste,42007284_0235,0235_0032,0032_F001005961,12047.23489
PERSONAL CARE Toothpaste Tub 225,Toothpaste,42001980_0235,0235_0032,0032_F001005961,22127.4721
PERSONAL CARE Toothpaste Tub 225,Toothpaste,42001980_0235,0235_0032,0032_F001005961,14731.60506
PERSONAL CARE Toothpaste Tub 225,Toothpaste,42001980_0235,0235_0032,0032_F001005961,12867.60606
PERSONAL CARE Toothpaste Carton Box 80,Toothpaste,42001117_0235,0235_0032,0032_F001005961,21800.06491
PERSONAL CARE Toothpaste Carton Box 80,Toothpaste,42001117_0235,0235_0032,0032_F001005961,16980.32267
PERSONAL CARE Toothpaste Carton Box 80,Toothpaste,42001117_0235,0235_0032,0032_F001005961,18685.76992
PERSONAL CARE Toothpaste Carton Box 131,Toothpaste,42002397_0235,0235_0032,0032_F001005961,236.2033671
PERSONAL CARE Toothpaste Carton Box 132,Toothpaste,42002397_0235,0235_0032,0032_F001005961,5384.904469
PERSONAL CARE Toothpaste Carton Box 132,Toothpaste,42002397_0235,0235_0032,0032_F001005961,18432.94222
PERSONAL CARE Toothpaste Trigger Spray 12,Toothpaste,42002033_0235,0235_0032,0032_F001005961,1279.287551
PERSONAL CARE Toothpaste Trigger Spray 12,Toothpaste,42002033_0235,0235_0032,0032_F001005961,2558.575103
PERSONAL CARE Toothpaste Trigger Spray 12,Toothpaste,42002033_0235,0235_0032,0032_F001005961,10051.54505
INTERNATIONAL CONDIMENTS Mexican Salsa Tub 9,Mexican Salsa,42009311_0235,0235_0032,0032_F001005961,15135.50193
INTERNATIONAL CONDIMENTS Mexican Salsa Tub 9,Mexican Salsa,42009311_0235,0235_0032,0032_F001005961,5127.874971
INTERNATIONAL CONDIMENTS Mexican Salsa Tub 9,Mexican Salsa,42009311_0235,0235_0032,0032_F001005961,15218.20959
FROZEN Frozen Pizza Tub 11,Frozen Pizza,42002070_0235,0235_0032,0032_F001005961,29.9116605
FROZEN Frozen Pizza Tub 11,Frozen Pizza,42002070_0235,0235_0032,0032_F001005961,149.5583025
FROZEN Frozen Pizza Tub 11,Frozen Pizza,42002070_0235,0235_0032,0032_F001005961,29.9116605
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 248,Mexican Salsa,42009304_0235,0235_0032,0032_F001005961,31584.85349
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 248,Mexican Salsa,42009304_0235,0235_0032,0032_F001005961,28469.97642
INTERNATIONAL CONDIMENTS Mexican Salsa Carton Box 248,Mexican Salsa,42009304_0235,0235_0032,0032_F001005961,16259.65831
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 116,Mexican Salsa,Z3551_0235,0235_0032,0032_F001005961,2528.295711
INTERNATIONAL CONDIMENTS Mexican Salsa Trigger Spray 116,Mexican Salsa,Z3551_0235,0235_0032,0032_F001005961,1348.424379
PERSONAL CARE Toothpaste Trigger Spray 47,Toothpaste,Z10540_0235,0235_0032,0032_F001005961,10964.30212
PERSONAL CARE Toothpaste Trigger Spray 47,Toothpaste,Z10540_0235,0235_0032,0032_F001005961,7898.625542
PERSONAL CARE Toothpaste Trigger Spray 47,Toothpaste,Z10540_0235,0235_0032,0032_F001005961,2127.940214
PERSONAL CARE Toothpaste Trigger Spray 115,Toothpaste,42001953_0235,0235_0032,0032_F001005961,3135.419582
PERSONAL CARE Toothpaste Trigger Spray 115,Toothpaste,42001953_0235,0235_0032,0032_F001005961,2817.640571
PERSONAL CARE Toothpaste Trigger Spray 115,Toothpaste,42001953_0235,0235_0032,0032_F001005961,2457.491024
CONDIMENTS Olive Oil Bag 35,Olive Oil,42001771_0241,0241_0032,0032_F001005961,16956.72655
CONDIMENTS Olive Oil Bag 35,Olive Oil,42001771_0241,0241_0032,0032_F001005961,10114.53864
CONDIMENTS Olive Oil Bag 35,Olive Oil,42001771_0241,0241_0032,0032_F001005961,27130.76248
DAIRY Butter Bag 212,Butter,42007313_0241,0241_0032,0032_F001005961,918.572859
DAIRY Butter Bag 212,Butter,42007313_0241,0241_0032,0032_F001005961,459.2864295
DAIRY Butter Bag 212,Butter,42007313_0241,0241_0032,0032_F001005961,26944.80386
CONDIMENTS Olive Oil Tub 24,Olive Oil,42001766_0241,0241_0032,0032_F001005961,21067.40626
CONDIMENTS Olive Oil Tub 24,Olive Oil,42001766_0241,0241_0032,0032_F001005961,9129.209381
CONDIMENTS Olive Oil Tub 24,Olive Oil,42001766_0241,0241_0032,0032_F001005961,12097.79845
DAIRY Butter Pod 26,Butter,42003359_0241,0241_0032,0032_F001005961,6611.542487
DAIRY Butter Pod 26,Butter,42003359_0241,0241_0032,0032_F001005961,869.9398009
DAIRY Butter Pod 26,Butter,42003359_0241,0241_0032,0032_F001005961,84732.13661
CONDIMENTS Olive Oil Bag 988,Olive Oil,Z10198_0241,0241_0032,0032_F001005961,482.7325626
CONDIMENTS Olive Oil Bag 988,Olive Oil,Z10198_0241,0241_0032,0032_F001005961,1655.083072
CONDIMENTS Olive Oil Bag 988,Olive Oil,Z10198_0241,0241_0032,0032_F001005961,4965.249215
FROZEN Ice Cream Tub 189,Ice Cream,42001538_0241,0241_0032,0032_F001005961,284949.8741
FROZEN Ice Cream Tub 189,Ice Cream,42001538_0241,0241_0032,0032_F001005961,192791.6706
FROZEN Ice Cream Tub 189,Ice Cream,42001538_0241,0241_0032,0032_F001005961,187031.7828
DAIRY Butter Bag 25,Butter,42007313_0247,0247_0032,0032_F001005961,298.415797
DAIRY Butter Bag 25,Butter,42007313_0247,0247_0032,0032_F001005961,298.415797
DAIRY Butter Bag 25,Butter,42007313_0247,0247_0032,0032_F001005961,11339.80029
DAIRY Butter Carton Box 34,Butter,42009304_0247,0247_0032,0032_F001005961,23.529807
DAIRY Butter Carton Box 34,Butter,42009304_0247,0247_0032,0032_F001005961,70.589421
DAIRY Butter Carton Box 34,Butter,42009304_0247,0247_0032,0032_F001005961,23.529807
SNACKS Chips Bag 265,Chips,Z3631_0247,0247_0032,0032_F001005961,172.4200578
SNACKS Chips Bag 265,Chips,Z3631_0247,0247_0032,0032_F001005961,27587.20926
SNACKS Chips Bag 265,Chips,Z3631_0247,0247_0032,0032_F001005961,148798.5099
PERSONAL CARE Toothpaste Carton Box 11,Toothpaste,42001117_0247,0247_0032,0032_F001005961,20376.99957
PERSONAL CARE Toothpaste Carton Box 11,Toothpaste,42001117_0247,0247_0032,0032_F001005961,11237.95899
PERSONAL CARE Toothpaste Carton Box 11,Toothpaste,42001117_0247,0247_0032,0032_F001005961,15566.97821
HOUSEHOLD Surface Cleaners Bag 31,Surface Cleaners,Z10685_0247,0247_0032,0032_F001005961,12698.76698
HOUSEHOLD Surface Cleaners Bag 31,Surface Cleaners,Z10685_0247,0247_0032,0032_F001005961,19464.50349
HOUSEHOLD Surface Cleaners Bag 31,Surface Cleaners,Z10685_0247,0247_0032,0032_F001005961,12282.41397
